State,ERA,TOT_REVENUE,TOT_EXPENDITURE,GRADES_ALL_G,FIPS,Percentage
MARYLAND,2016,14409321.0,13992191.0,886221.0,24.0,0.2280014250089063
MASSACHUSETTS,2016,17484704.0,17037880.0,964514.0,25.0,0.20945498068567414
MICHIGAN,2016,19416061.0,18001445.0,1528666.0,26.0,0.13205384338256967
MINNESOTA,2016,12186135.0,12848946.0,875021.0,27.0,0.2309265124483823
MISSISSIPPI,2016,4755399.0,4631356.0,483150.0,28.0,0.41901008866552764
MISSOURI,2016,10893231.0,10719882.0,915040.0,29.0,0.2208047105004907
MONTANA,2016,1800909.0,1879789.0,146375.0,30.0,1.3965184020393602
NEBRASKA,2016,4398811.0,4640422.0,319194.0,31.0,0.6356052437432609
NEVADA,2016,4482886.0,4374249.0,473744.0,32.0,0.42736492215853206
PENNSYLVANIA,2016,31077289.0,30925177.0,1727497.0,42.0,0.11683698632439302
TENNESSEE,2016,9585331.0,9680512.0,1001562.0,47.0,0.20169156797185925
TEXAS,2016,58284155.0,59314884.0,5360849.0,48.0,0.037620131099439
VERMONT,2016,2112365.0,2082696.0,88428.0,50.0,2.3330093042632964
VIRGINIA,2016,16259274.0,16497520.0,1287026.0,51.0,0.15688593863082778
WASHINGTON,2016,14964364.0,15253296.0,1101711.0,53.0,0.18332355789559834
WISCONSIN,2016,11697466.0,11787535.0,864432.0,55.0,0.23376189681081982
WYOMING,2016,2044669.0,2034229.0,94170.0,56.0,2.187642424637021
